topic_id,topic_id_url,topic_name,subfield_name,field_name,domain_name,is_digital,daisy_group,ce_core,keywords
T11594,https://openalex.org/T11594,Tree-ring climate responses,Atmospheric Science,Earth and Planetary Sciences,Physical Sciences,0,climate_energy,0,Climate Change; Tree Rings; Temperature Variability; Dendrochronology; Global Warming; Historical Climate; Extreme Events; Paleoclimatology; Precipitation Variability; Tree Line Shifts
T11483,https://openalex.org/T11483,Tropical and Extratropical Cyclones Research,Atmospheric Science,Earth and Planetary Sciences,Physical Sciences,0,climate_energy,0,Tropical Cyclones; Climate Change; Hurricanes; Storm Surge; Global Warming; Intensity; Trends; Sea Level Rise; ENSO; Wind Shear
T10766,https://openalex.org/T10766,Urban Heat Island Mitigation,Environmental Engineering,Environmental Science,Physical Sciences,0,climate_energy,0,Urban Heat Island; Green Roofs; Land Surface Temperature; Remote Sensing; Urban Climate; Thermal Comfort; Energy Consumption; Vegetation; Cooling Strategies; Climate Change
T11250,https://openalex.org/T11250,Wave and Wind Energy Systems,Ocean Engineering,Engineering,Physical Sciences,0,climate_energy,0,Wave Energy; Renewable Energy; Power Take-Off; Offshore Wind; Hydrodynamic Modeling; Ocean Energy; Control Strategies; Wave Power; Floating Structures; Resource Assessment
T10680,https://openalex.org/T10680,Wind Energy Research and Development,Aerospace Engineering,Engineering,Physical Sciences,0,climate_energy,0,Wind Turbine Wakes; Renewable Energy; Weibull Distribution; Aerodynamics; Offshore Wind Farms; Tidal Energy; Blade Design; Wind Farm Optimization; CFD Simulation; Sustainability Indicators
T10740,https://openalex.org/T10740,Wind Turbine Control Systems,Electrical and Electronic Engineering,Engineering,Physical Sciences,0,climate_energy,0,Wind Power; Doubly Fed Induction Generator; Power Electronics; Grid Integration; Frequency Control; Variable Speed Turbines; Inertia Emulation; Maximum Power Tracking; Grid Code Requirements; Renewable Energy
T14509,https://openalex.org/T14509,demographic modeling and climate adaptation,Management Science and Operations Research,Decision Sciences,Social Sciences,0,climate_energy,0,Spatial Microsimulation; Small Area Estimation; Policy Analysis; Climate Change; Health Inequalities; Synthetic Data Generation; Geographical Impact; Dynamic Microsimulation; Social Policy Evaluation; Population Dynamics
T12309,https://openalex.org/T12309,solar cell performance optimization,Electrical and Electronic Engineering,Engineering,Physical Sciences,0,climate_energy,0,Multijunction Solar Cells; High Efficiency; Concentrator Photovoltaics; III-V Compound Semiconductors; Metamorphic Epitaxy; Photon Recycling; Spectral Beam Splitting; Electroluminescence Measurements; Radiation Resistance; Energy Conversion Efficiency
T10016,https://openalex.org/T10016,Adsorption and biosorption for pollutant removal,Water Science and Technology,Environmental Science,Physical Sciences,0,environment_biodiversity,0,Adsorption; Contaminant Removal; Wastewater Treatment; Surface Area; Pore Size Distribution; Biochar; Heavy Metals; Dye Removal; Nanomaterials; Biosorption
T13592,https://openalex.org/T13592,Advanced Scientific Techniques and Applications,"Management, Monitoring, Policy and Law",Environmental Science,Physical Sciences,0,environment_biodiversity,0,Environmental Monitoring; Nuclear Magnetic Resonance; Fiber-Optic Communication; Agricultural Industry; Water Quality; Remote Control; Hydrological Studies; Soil Hydrophysical Properties; Urban Planning; Renewable Energy
T10210,https://openalex.org/T10210,Advanced oxidation water treatment,Water Science and Technology,Environmental Science,Physical Sciences,0,environment_biodiversity,0,Advanced Oxidation Processes; Water Treatment; Oxidation Kinetics; Wastewater Decontamination; Peroxymonosulfate Activation; Fenton Reaction Chemistry; Electrochemical Technologies; Organic Contaminant Degradation; Sulfate Radical Generation; Heterogeneous Catalysis
T12383,https://openalex.org/T12383,Aeolian processes and effects,Earth-Surface Processes,Earth and Planetary Sciences,Physical Sciences,0,environment_biodiversity,0,Aeolian Processes; Wind Erosion; Sand Dunes; Dune Dynamics; Vegetation Cover; Climate Change; Sediment Transport; Desertification; Coastal Dunes; Dust Emission
T12630,https://openalex.org/T12630,African Botany and Ecology Studies,Forestry,Agricultural and Biological Sciences,Life Sciences,0,environment_biodiversity,0,Agroforestry; Tree Domestication; Indigenous Fruits; Nutritional Value; Sustainable Agriculture; Smallholder Farmers; Climate Resilience; Rural Livelihoods; Traditional Fermentation; Biodiversity Conservation
T12033,https://openalex.org/T12033,Agricultural Economics and Policy,General Agricultural and Biological Sciences,Agricultural and Biological Sciences,Life Sciences,0,environment_biodiversity,0,Common Agricultural Policy; multifunctionality; sustainability; agricultural subsidies; land values; environmental policy; farm succession; EU agriculture; policy reform; biodiversity
T13628,https://openalex.org/T13628,Agricultural Productivity and Crop Improvement,Agronomy and Crop Science,Agricultural and Biological Sciences,Life Sciences,0,environment_biodiversity,0,Forage Production; Climate Change; Crop Adaptation; Genetic Improvement; Drought Tolerance; Soil Fertility; Plant Breeding; Sustainable Agriculture; Genetic Resources; Agroecosystem
T13899,https://openalex.org/T13899,Agricultural Systems and Practices,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,0,environment_biodiversity,0,Rice-Fish Farming; Integrated Farming Systems; Sustainability; Ecosystem Services; Agricultural Heritage Systems; Biodiversity; Food Security; Vietnam; Mekong Delta; Aquaculture
T13054,https://openalex.org/T13054,Agricultural and Financial Auditing,General Agricultural and Biological Sciences,Agricultural and Biological Sciences,Life Sciences,0,environment_biodiversity,0,Agricultural Science; Digital Economy; Management Accounting; Ruminant Physiology; Environmental Impact; Science Education; Financial Reporting; Sustainable Development; Chronophysiology; Land Reclamation
T13668,https://openalex.org/T13668,Agricultural and Rural Development Research,Forestry,Agricultural and Biological Sciences,Life Sciences,0,environment_biodiversity,0,Rangelands; Livestock; Sustainability; Agriculture; Climate Change; Grazing; Vegetation; Economic Analysis; Migration; Cooperatives
T11805,https://openalex.org/T11805,Agricultural economics and policies,Safety Research,Social Sciences,Social Sciences,0,environment_biodiversity,0,Agricultural Economics; Rural Development; Sustainable Agriculture; Farm Management; European Agricultural Policy; Environmental Impact; Agribusiness; Rural Sociology; Food Logistics; Financial Structure
T13630,https://openalex.org/T13630,Agriculture Market Analysis Ukraine,General Agricultural and Biological Sciences,Agricultural and Biological Sciences,Life Sciences,0,environment_biodiversity,0,Agricultural Sector; Sustainable Development; Energy Independence; Rural Areas; Food Security; Bioenergy Production; Financial Support; Innovation; Agro-food Chains; Environmental Benefits
T11259,https://openalex.org/T11259,Agriculture Sustainability and Environmental Impact,Ecology,Environmental Science,Physical Sciences,0,environment_biodiversity,0,Sustainable Diets; Environmental Impact; Food Systems; Climate Change; Livestock Production; Health Effects; Plant-Based Diets; Greenhouse Gas Emissions; Dietary Choices; Global Food System
T14018,https://openalex.org/T14018,Agriculture and Biological Studies,General Agricultural and Biological Sciences,Agricultural and Biological Sciences,Life Sciences,0,environment_biodiversity,0,Agriculture; Plant Genetics; Crop Productivity; Soil Fertility; Livestock Breeding; Food Security; Biotechnology; Sustainable Farming; Climate Change Adaptation; Agroecosystem Management
T13396,https://openalex.org/T13396,Agriculture and Rural Development Research,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,0,environment_biodiversity,0,Livestock Farming; Sustainability; Adaptation; Agricultural Development; Work Organization; Diversity; Multifunctionality; Agroecology; Smallholder Farmers; Climate Change
T14398,https://openalex.org/T14398,Agriculture and Social Issues,Plant Science,Agricultural and Biological Sciences,Life Sciences,0,environment_biodiversity,0,Plant Physiology; Environmental Sustainability; Climate Change; Nutrient Uptake; Agricultural Innovation; Urban Agriculture; Eco-friendly Practices; Biodiversity Conservation; Sustainable Development; Community Health
T11862,https://openalex.org/T11862,"Agriculture, Land Use, Rural Development",General Agricultural and Biological Sciences,Agricultural and Biological Sciences,Life Sciences,0,environment_biodiversity,0,Agroecology; Food Sovereignty; Land Grabbing; Sustainable Agriculture; Globalization; Smallholder Farmers; Agrarian Change; Political Economy; Climate Change Resilience; Peasant Movements
T13246,https://openalex.org/T13246,"Agriculture, Plant Science, Crop Management",Plant Science,Agricultural and Biological Sciences,Life Sciences,0,environment_biodiversity,0,Organic Fertilizers; Nutrient Sources; Seed Yield; Microbial Inoculant; Soil Properties; Plant Growth; Biofertilizers; Waste Management; Antioxidant Properties; Sustainable Agriculture
T14323,https://openalex.org/T14323,"Agriculture, Water, and Health",Water Science and Technology,Environmental Science,Physical Sciences,0,environment_biodiversity,0,Water Resource Management; Sustainability; Climate Change Impacts; Traditional Knowledge; Tank Cascade Systems; Hydrogeochemistry; Ancient Irrigation Systems; Agricultural Protection; Wastewater Treatment; Ecosystem Services
T13009,https://openalex.org/T13009,Agroforestry and silvopastoral systems,Forestry,Agricultural and Biological Sciences,Life Sciences,0,environment_biodiversity,0,Agroforestry; Biodiversity; Ecosystem Services; Temperate Region; Silvoarable Systems; Alley Cropping; Tree-Crop Interactions; Environmental Benefits; European Union; Sustainable Agriculture
T10190,https://openalex.org/T10190,Air Quality and Health Impacts,"Health, Toxicology and Mutagenesis",Environmental Science,Physical Sciences,0,environment_biodiversity,0,Air Pollution; Particulate Matter; Health Effects; Global Burden of Disease; Cardiovascular Disease; Fine Particulate Air Pollution; Mortality; Exposure Assessment; Oxidative Stress; Epidemiological Studies
T13980,https://openalex.org/T13980,Alexander von Humboldt Studies,Microbiology,Immunology and Microbiology,Life Sciences,0,environment_biodiversity,0,Microbiology; Sustainable Development Goals; Microbial Biotechnology; Soil Health; Alexander von Humboldt; Education; Environmental Science; Therapeutic Jurisprudence; Knowledge Management; AUV Control System
T13302,https://openalex.org/T13302,Amazonian Archaeology and Ethnohistory,History,Arts and Humanities,Social Sciences,0,environment_biodiversity,0,Amazonia; historical ecology; pre-Columbian; landscape management; anthropogenic soils; plant domestication; cultural landscapes; forest composition; agrobiodiversity; indigenous practices
T12837,https://openalex.org/T12837,American Environmental and Regional History,"Management, Monitoring, Policy and Law",Environmental Science,Physical Sciences,0,environment_biodiversity,0,Environmental Movement; Conservation; Renewable Energy; Industrial Agriculture; Wilderness Preservation; Chemical Pollution; National Parks; Sustainability; Historical Perspectives; Public Policy
T10332,https://openalex.org/T10332,Amphibian and Reptile Biology,Global and Planetary Change,Environmental Science,Physical Sciences,0,environment_biodiversity,0,Amphibian Declines; Chytridiomycosis; Climate Change; Biodiversity Loss; Pathogen Impact; Habitat Fragmentation; Species Extinction; Phylogenetic Analysis; Population Dynamics; Conservation Biology
T11913,https://openalex.org/T11913,Animal Ecology and Behavior Studies,Ecology,Environmental Science,Physical Sciences,0,environment_biodiversity,0,Invasive Species; Island Ecosystems; Population Dynamics; Rodent Eradication; Mast Seeding; Predator-Prey Interactions; Climate Change Effects; Conservation Biology; Spatial Synchrony; Ecosystem Restoration
T13435,https://openalex.org/T13435,Animal and Plant Science Education,Social Psychology,Psychology,Social Sciences,0,environment_biodiversity,0,Conservation; Attitudes; Biodiversity; Flagship Species; Animal Preferences; Plant Blindness; Cultural Salience; Education; Public Interest; Ethical Considerations
T13490,https://openalex.org/T13490,Aquatic Ecosystems and Biodiversity,Ecology,Environmental Science,Physical Sciences,0,environment_biodiversity,0,Lake Victoria; Lake Tanganyika; Lake Malawi; Eutrophication; Fisheries Management; Wetland Conservation; Biodiversity Loss; Water Quality; Human Impact; Climate Change
T10236,https://openalex.org/T10236,Aquatic Ecosystems and Phytoplankton Dynamics,Environmental Chemistry,Environmental Science,Physical Sciences,0,environment_biodiversity,0,Eutrophication; Harmful Algal Blooms; Cyanobacteria; Nutrient Control; Climate Change; Freshwater Ecosystems; Toxins; Phosphorus; Lake Management; Water Quality
T12097,https://openalex.org/T12097,Aquatic Invertebrate Ecology and Behavior,Ecology,Environmental Science,Physical Sciences,0,environment_biodiversity,0,Freshwater Mussels; Invasive Species; Ecosystem Engineering; Biodiversity Loss; Aquatic Invasions; Unionoida; Dreissenid Mussels; Conservation Genetics; Ecosystem Function; Environmental Impacts
T13939,https://openalex.org/T13939,Archaeology and Natural History,Anthropology,Social Sciences,Social Sciences,0,environment_biodiversity,0,Traditional Irrigation; Water Sustainability; Community Resilience; Hydrologic Interactions; Cultural Heritage; Ecosystem Services; Climate Adaptation; Archaeological Investigations; Social-Ecological Systems; Biodiversity Management
T10087,https://openalex.org/T10087,Archaeology and ancient environmental studies,Paleontology,Earth and Planetary Sciences,Physical Sciences,0,environment_biodiversity,0,Radiocarbon Dating; Agricultural Origins; Isotopic Analysis; Domestication Studies; Archaeological Residue Analysis; Stable Isotope Analysis; Carbon Cycle Dynamics; Strontium Isotopes; Neolithic Transition; Ancient Agriculture
T11459,https://openalex.org/T11459,Arctic and Antarctic ice dynamics,Atmospheric Science,Earth and Planetary Sciences,Physical Sciences,0,environment_biodiversity,0,Arctic; Sea Ice; Decline; Variability; Climate Change; Remote Sensing; Ocean Circulation; Freshwater Cycle; Antarctic Comparison; Atmospheric Circulation
T10089,https://openalex.org/T10089,Avian ecology and behavior,Ecology,Environmental Science,Physical Sciences,0,environment_biodiversity,0,Avian Ecology; Climate Change; Migration Patterns; Population Declines; Phenological Changes; Habitat Selection; Model Selection; Multimodel Inference; Agricultural Intensification; Conservation Actions
T11228,https://openalex.org/T11228,Bat Biology and Ecology Studies,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,0,environment_biodiversity,0,Bats; Hibernation; Echolocation; White-Nose Syndrome; Metabolic Rate; Molecular Phylogeny; Conservation; Foraging Behavior; Climate Change; Disease Ecology
T12178,https://openalex.org/T12178,Bird parasitology and diseases,Parasitology,Immunology and Microbiology,Life Sciences,0,environment_biodiversity,0,Avian Malaria; Haemosporidian Parasites; Bird Hosts; Vector-borne Diseases; Host Specificity; Parasite Diversity; Molecular Phylogeny; Pathogenic Effects; Ectoparasites; Climate Change Impacts
T14456,https://openalex.org/T14456,Blasting Impact and Analysis,Building and Construction,Engineering,Physical Sciences,0,environment_biodiversity,0,Disaster Management; Infrastructure Development; Geological Prediction; Risk Assessment; Energy Efficiency; Tunnel Construction; Urban Planning; Remote Sensing; Economic Growth; Environmental Monitoring
T14310,https://openalex.org/T14310,Botany and Geology in Latin America and Caribbean,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,0,environment_biodiversity,0,Cycads; Evolution; Conservation; Plant-derived Neurotoxins; Population Dynamics; Phylogenetic Relationships; Biodiversity; Ethnobotany; Invasive Insects; Geomorphology
T12618,https://openalex.org/T12618,Botany and Plant Ecology Studies,Plant Science,Agricultural and Biological Sciences,Life Sciences,0,environment_biodiversity,0,Vascular Plants; Conservation; Flora; Vegetation; Biodiversity; Climate Change; Ecology; Habitat; Invasive Species; Phytogeography
T11836,https://openalex.org/T11836,Bryophyte Studies and Records,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,0,environment_biodiversity,0,Bryophyte; Phylogeny; Mosses; Liverworts; Hornworts; Cryptic Speciation; Biogeography; Chemical Diversity; Climate Change Indicators; Habitat Fragmentation
T12305,https://openalex.org/T12305,Cassava research and cyanide,Plant Science,Agricultural and Biological Sciences,Life Sciences,0,environment_biodiversity,0,Cyanogenic Glycosides; Cassava; Cyanide; Biotreatment; Plant Chemical Defense; Cyanide Poisoning; Genomic Sequencing; Cassava Breeding; Cyanide Removal; Metabolic Pathways
T12524,https://openalex.org/T12524,Chemical Synthesis and Characterization,Waste Management and Disposal,Environmental Science,Physical Sciences,0,environment_biodiversity,0,Cesium Removal; Ion Exchange; Adsorption; Nanomaterials; Radioactive Waste; Metal Phosphonates; Selective Sorption; Hybrid Materials; Zeolite Nanoplatelets; Environmental Remediation
T10439,https://openalex.org/T10439,Climate change impacts on agriculture,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,0,environment_biodiversity,0,Climate Change; Agriculture; Adaptation; Food Security; Vulnerability; Crop Production; Sustainability; Global Warming; Water Management; Extreme Weather
T11188,https://openalex.org/T11188,Coagulation and Flocculation Studies,Water Science and Technology,Environmental Science,Physical Sciences,0,environment_biodiversity,0,Coagulation; Flocculation; Water Treatment; Nanoparticles; Dewatering; Polymer; Wastewater; Flocculants; Hydrolysis; Sludge
T10647,https://openalex.org/T10647,Coastal and Marine Dynamics,Earth-Surface Processes,Earth and Planetary Sciences,Physical Sciences,0,environment_biodiversity,0,Coastal Dynamics; Sea-Level Rise; Shoreline Change; Wave Modeling; Coastal Vulnerability; Beach Erosion; Sediment Transport; Climate Change Impacts; Coastal Management; Remote Sensing
T12414,https://openalex.org/T12414,Coastal and Marine Management,"Management, Monitoring, Policy and Law",Environmental Science,Physical Sciences,0,environment_biodiversity,0,Marine Spatial Planning; Ecosystem-Based Management; Integrated Coastal Management; Ocean Governance; Blue Economy; Cumulative Impacts; Stakeholder Engagement; Coastal Zone Management; Ecosystem Health; Sustainable Development Goals
T10779,https://openalex.org/T10779,Coastal wetland ecosystem dynamics,Ecology,Environmental Science,Physical Sciences,0,environment_biodiversity,0,Mangrove Forests; Coastal Protection; Carbon Sequestration; Sea-Level Rise; Ecosystem Services; Wetland Restoration; Climate Change; Tidal Wetlands; Salt Marshes; Global Carbon Budget
T13069,https://openalex.org/T13069,Cocoa and Sweet Potato Agronomy,Horticulture,Agricultural and Biological Sciences,Life Sciences,0,environment_biodiversity,0,Cacao; Agroforestry; Biodiversity Conservation; Climate Change Resilience; Genetic Diversity; Cocoa Production; Shade Trees; Disease Resistance; Soil Fertility; Ecosystem Services
T13781,https://openalex.org/T13781,Coleoptera: Cerambycidae studies,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,0,environment_biodiversity,0,Cerambycidae; Coleoptera; Neotropical Region; Taxonomy; Biodiversity; Host Plants; Distribution; New Species; Faunal Study; Conservation
T12981,https://openalex.org/T12981,Conservation Techniques and Studies,Conservation,Arts and Humanities,Social Sciences,0,environment_biodiversity,0,Climate Change; Cultural Heritage; Conservation; Environmental Monitoring; Museum Environments; Sea-Level Rise; Microclimate Control; Indoor Air Quality; Archaeological Sites; Risk Assessment
T10319,https://openalex.org/T10319,"Conservation, Biodiversity, and Resource Management",Global and Planetary Change,Environmental Science,Physical Sciences,0,environment_biodiversity,0,Tropical Deforestation; Environmental Services; Protected Areas; Community-Based Conservation; Biodiversity Conservation; Payments for Ecosystem Services; Climate Change; Forest Governance; Land Use Change; Global Forest Transition
T13967,https://openalex.org/T13967,"Conservation, Ecology, Wildlife Education","Management, Monitoring, Policy and Law",Environmental Science,Physical Sciences,0,environment_biodiversity,0,Conservation Biology; Policy Advocacy; Leadership; Endangered Species Act; Scientific Integrity; Environmental Science; Sustainability; Applied Ecology; Graduate Education; Biodiversity Conservation
T11624,https://openalex.org/T11624,Constructed Wetlands for Wastewater Treatment,Waste Management and Disposal,Environmental Science,Physical Sciences,0,environment_biodiversity,0,Constructed Wetlands; Wastewater Treatment; Nutrient Removal; Microbial Processes; Phosphorus Removal; Plant Effects; Subsurface Flow Systems; Nitrogen Removal; Hybrid Wetlands; Treatment Efficiency
T10341,https://openalex.org/T10341,Coral and Marine Ecosystems Studies,Ecology,Environmental Science,Physical Sciences,0,environment_biodiversity,0,Coral Reefs; Climate Change; Marine Ecosystems; Ocean Acidification; Bleaching; Marine Reserves; Symbiotic Dinoflagellates; Coral Disease; Marine Population Connectivity; Coral Microbiome
T13562,https://openalex.org/T13562,Cruise Tourism Development and Management,Transportation,Social Sciences,Social Sciences,0,environment_biodiversity,0,Cruise Tourism; Environmental Impact; Economic Contribution; Sustainability; Port Management; Passenger Behavior; COVID-19 Impact; Destination Satisfaction; Shore Excursions; Marine Waste Management
T11004,https://openalex.org/T11004,Crustacean biology and ecology,Ecology,Environmental Science,Physical Sciences,0,environment_biodiversity,0,Crayfish; Invasion; Freshwater; Biodiversity; Ecological Impact; DNA Barcoding; Conservation; Physiological Adaptation; Predation; Global Distribution
T14053,https://openalex.org/T14053,Dengue and Mosquito Control Research,Sociology and Political Science,Social Sciences,Social Sciences,0,environment_biodiversity,0,Public Perception; Sustainable Development; Water Pollution; Agriculture Development; Food Safety; Climate Change; Ecosystem Vulnerability; Insecticide Susceptibility; Community Participation; Vector Control
T12662,https://openalex.org/T12662,Digitalization and Economic Development in Agriculture,Strategy and Management,"Business, Management and Accounting",Social Sciences,1,environment_biodiversity,0,Sustainable Development; Knowledge Economy; Industry 4.0; Digital Economy; Innovation; Energy Alternatives; Social Entrepreneurship; Global Economy; Artificial Intelligence; Regional Development
T12606,https://openalex.org/T12606,Diptera species taxonomy and behavior,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,0,environment_biodiversity,0,Diptera; phylogeny; taxonomy; morphology; evolution; molecular data; species diversity; biogeography; systematics; insect biodiversity
T13318,https://openalex.org/T13318,Diverse Scientific Research in Ukraine,Global and Planetary Change,Environmental Science,Physical Sciences,0,environment_biodiversity,0,Climate Change; Forest Biodiversity; Tourism Industry; Economic Consequences; Environmental Rehabilitation; Plant Species; State Regulation; Healthcare Sector; Financial Markets; Information Theory
T14009,https://openalex.org/T14009,Ecology and Conservation Studies,Plant Science,Agricultural and Biological Sciences,Life Sciences,0,environment_biodiversity,0,Vascular Plants; Flora; Conservation; Korean Peninsula; Endemic Species; Climate Change; Invasive Species; Habitat Environment; Ecological Characteristics; Genetic Resources
T10005,https://openalex.org/T10005,Ecology and Vegetation Dynamics Studies,Nature and Landscape Conservation,Environmental Science,Physical Sciences,0,environment_biodiversity,0,Biodiversity; Conservation; Ecosystem; Invasive Species; Functional Diversity; Habitat Fragmentation; Community Ecology; Global Change; Species Richness; Biological Invasions
T14039,https://openalex.org/T14039,Ecology and biodiversity studies,Ecology,Environmental Science,Physical Sciences,0,environment_biodiversity,0,Beaver Dams; Ecosystem Engineering; Habitat Restoration; Biodiversity; Riparian Areas; Wetland Development; Stream Ecology; Invasive Species; Geomorphological Effects; Species Richness
T13394,https://openalex.org/T13394,"Ecology, Conservation, and Geographical Studies",Nature and Landscape Conservation,Environmental Science,Physical Sciences,0,environment_biodiversity,0,Biosphere Reserves; Landscape Management; Conservation; Sustainable Development; Participatory Governance; Social Construction; Energiewende; Environmental Conflict Resolution; Virtual Reality; Geographical Discourse Analysis
T12705,https://openalex.org/T12705,Educational Reforms and Innovations,"Health, Toxicology and Mutagenesis",Environmental Science,Physical Sciences,0,environment_biodiversity,0,Environmental Risk Assessment; Pollution Monitoring; Conservation Issues; Biochar Application; Land Cover Feedbacks; Global Capitalism; Internet Security; Regional Planning; Water Quality; Economic Hybridity
T12365,https://openalex.org/T12365,Effects of Environmental Stressors on Livestock,Animal Science and Zoology,Agricultural and Biological Sciences,Life Sciences,0,environment_biodiversity,0,Heat Stress; Livestock Production; Dairy Cattle; Climate Change; Physiological Responses; Metabolic Adaptations; Genetic Component; Thermal Physiology; Environmental Effects; Animal Welfare
T13691,https://openalex.org/T13691,"Energy, Environment, Agriculture Analysis","Renewable Energy, Sustainability and the Environment",Energy,Physical Sciences,0,environment_biodiversity,0,Energy Consumption; Agricultural Practices; Renewable Energy; Water Management; Flood Mitigation; Nutrient Management; Residential Areas; Fuel Cells; Environmental Evaluation; Building Sector
T14218,https://openalex.org/T14218,Engineering Education and Global Impact,Development,Social Sciences,Social Sciences,0,environment_biodiversity,0,Sustainable Development; Social Change; Engineering Education; Climate Change; Latin America; Human Rights; Innovation; Community Engagement; Biodiversity Conservation; Poverty Reduction
T12710,https://openalex.org/T12710,Engineering and Agricultural Innovations,Aquatic Science,Agricultural and Biological Sciences,Life Sciences,0,environment_biodiversity,0,Irrigation; Water Efficiency; Hydraulic Parameters; Renewable Energy; Soil Salinity Assessment; Crop Monitoring; Energy Consumption; Sedimentation Reservoirs; GIS and RS Applications; Climate Change Impact
T14378,https://openalex.org/T14378,Entomological Studies and Ecology,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,0,environment_biodiversity,0,Processionary Moth; Climate Change; Caterpillar Envenoming; Host Utilisation; Forest Pest Management; Climatic Warming; Venomous Caterpillars; Pine Forests; Population Dynamics; Epidemiology
T13203,https://openalex.org/T13203,Environmental Changes in China,Global and Planetary Change,Environmental Science,Physical Sciences,0,environment_biodiversity,0,Land Use Change; Environmental Impact; China; Sustainability; Remote Sensing; Ecosystem Services; Climate Change; Wetland Landscape; Urbanization; Grassland Degradation
T13092,https://openalex.org/T13092,Environmental Chemistry and Analysis,Environmental Chemistry,Environmental Science,Physical Sciences,0,environment_biodiversity,0,Surfactants; Biodegradation; Quaternary Ammonium Compounds; Environmental Fate; Toxicity; Chelating Agents; Anaerobic Degradation; Wastewater Treatment; Ecotoxicity; Microbial Community
T13438,https://openalex.org/T13438,Environmental Conservation and Management,"Management, Monitoring, Policy and Law",Environmental Science,Physical Sciences,0,environment_biodiversity,0,Biodiversity Offsets; No Net Loss; Ecological Compensation; Mitigation Hierarchy; Environmental Impact Assessment; Habitat Banking; Conservation Banking; Ecosystem Services Markets; Wetland Mitigation; Corporate Biodiversity Accountability
T12640,https://openalex.org/T12640,Environmental DNA in Biodiversity Studies,Ecology,Environmental Science,Physical Sciences,0,environment_biodiversity,0,Environmental DNA; Metabarcoding; Biodiversity Monitoring; Next-Generation Sequencing; Conservation Genetics; Species Detection; DNA Barcoding; Aquatic Ecosystems; Ecological Assessment; Molecular Ecology
T12819,https://openalex.org/T12819,Environmental Philosophy and Ethics,Nature and Landscape Conservation,Environmental Science,Physical Sciences,0,environment_biodiversity,0,Rewilding; Conservation; Ecological Citizenship; Environmental Ethics; De-extinction; Restoration Ecology; Trophic Rewilding; Place Attachment; Environmental Aesthetics; Biodiversity Management
T13909,https://openalex.org/T13909,Environmental Quality and Pollution,Ecology,Environmental Science,Physical Sciences,1,environment_biodiversity,0,Ecological Assessment; Urban Development; Environmental Management; Eco-cities; Sustainable Development; Artificial Neural Network; Heavy Metals Pollution; Ecosystem Health; GIS and Remote Sensing; Land Use Change
T14178,https://openalex.org/T14178,Environmental Science and Water Management,Water Science and Technology,Environmental Science,Physical Sciences,0,environment_biodiversity,0,Water Resources Management; Integrated Management; Hydrological Analysis; Water Quality Monitoring; Environmental Policy; Climate Change Impact; Socio-economic Factors; Global Water Resources; Community Action Framework; Geospatial Public Health Research
T10447,https://openalex.org/T10447,Environmental Toxicology and Ecotoxicology,"Health, Toxicology and Mutagenesis",Environmental Science,Physical Sciences,0,environment_biodiversity,0,Bioaccumulation; Oxidative Stress; Biomarkers; Environmental Risk Assessment; Aquatic Organisms; Metal Toxicity; Pesticides; Ecological Impact; Water Quality; Contaminant Effects
T14157,https://openalex.org/T14157,Environmental and Agricultural Sciences,Water Science and Technology,Environmental Science,Physical Sciences,0,environment_biodiversity,0,Hydrological Effects; Water Resources; China; Climate Change; Soil Moisture; River Basins; Erosion Control; Remote Sensing; Sustainability; Environmental Impact
T13793,https://openalex.org/T13793,Environmental and Analytical Chemistry Studies,Water Science and Technology,Environmental Science,Physical Sciences,0,environment_biodiversity,0,Water Quality; Environmental Contamination; Heavy Metals; Soil Remediation; Nanotechnology; Wastewater Treatment; Phytoremediation; Sustainable Development; Chemical Analysis; Environmental Impact
T14372,https://openalex.org/T14372,Environmental and Biological Research in Conflict Zones,"Management, Monitoring, Policy and Law",Environmental Science,Physical Sciences,0,environment_biodiversity,0,Warfare Ecology; Global Food Security; Environmental Consequences; Renewable Energy; Supply Chain Disruption; Climate Change; Biodiversity Conservation; Energy Transition; Armed Conflict; Water Resources
T14472,https://openalex.org/T14472,Environmental and Cultural Studies in Latin America and Beyond,Ecology,Environmental Science,Physical Sciences,0,environment_biodiversity,0,Earth Stewardship; Biocultural Conservation; Environmental Ethics; Long-Term Ecological Research; Biocultural Homogenization; Mount St. Helens; Transdisciplinary Research; Climate Change Impacts; Socioecological Transformation; Indigenous Knowledge
